path,line,size_bytes,text,looks_like_source_table
reports/1781006575.2866.622a4328/heldout_scores.csv,8980,843977,"63,5,1,0.19740642547471482,-0.5242806206514786,0.9439853309539059,0.9915118376412884",False
reports/1781006575.2866.622a4328/heldout_scores.csv,9348,843977,"64,5,1,0.2071511003075036,-0.41788131685072827,0.9665048157839439,0.994022469153085",False
reports/1781006575.2866.622a4328/heldout_scores.csv,9613,843977,"64,5,1,0.11987069321829535,-0.5254195215118429,0.968262466777424,0.9837218610273796",False
reports/1781006575.2866.622a4328/heldout_scores.csv,9676,843977,"64,5,0,-1.125834796012992,-0.46835586558955905,0.03444606113951621,0.015116438032242219",False
reports/1781006575.2866.622a4328/heldout_scores.csv,9766,843977,"65,3,1,0.12154301130129891,-0.5378124151145129,0.9777501145720301,0.9906509904296682",False
reports/1781006575.2866.622a4328/heldout_scores.csv,9819,843977,"65,3,1,0.2579576890475193,-0.4084151163531868,0.9689168918441641,0.9842660863696737",False
reports/1781006575.2866.622a4328/result.json,5,3577,"  ""title"": ""recover historical App.A label table"",",False
reports/1781006575.2866.622a4328/result.json,7,3577,"    ""labelled_events"": 12147,",False
reports/1781006575.2866.622a4328/result.json,8,3577,"    ""clean"": 10636,",False
reports/1781006575.2866.622a4328/result.json,9,3577,"    ""violating"": 1511",False
reports/1781006575.2866.622a4328/result.json,103,3577,"    ""S07e: archive provenance search for the App.A training table outside this repo; expected information gain: determines whether 12,147 came from a lost derived table rather than raw HRDv."",",False
reports/1781006575.2866.622a4328/result.json,104,3577,"    ""S03d: independent timing-tail validation of q_template-only clean-timing cuts; expected information gain: replaces App.A weak labels with an external held-out timing-tail gate.""",False
reports/1781006575.2866.622a4328/documented_cfd20_reproduction.csv,2,142,"labelled_events,12147,9897,-2250,False",False
reports/1781006575.2866.622a4328/documented_cfd20_reproduction.csv,3,142,"clean,10636,7583,-3053,False",False
reports/1781006575.2866.622a4328/documented_cfd20_reproduction.csv,4,142,"violating,1511,2314,803,False",False
reports/1781006575.2866.622a4328/REPORT.md,1,7354,# Study report: S07d - recover historical App.A label table,False
reports/1781006575.2866.622a4328/REPORT.md,6,7354,"- **Inputs:** raw B-stack ROOT, S01 q_template table, and App.A documentation; checksums in `input_sha256.csv`",False
reports/1781006575.2866.622a4328/REPORT.md,7,7354,- **Command:** `/home/billy/anaconda3/bin/python reports/1781006575.2866.622a4328/s07d_app_a_label_recovery.py`,False
reports/1781006575.2866.622a4328/REPORT.md,11,7354,"Can the source table or exact timing definition behind the documented App.A 12,147 labelled events be recovered from the repository and raw ROOT, or should that number be retired?",False
reports/1781006575.2866.622a4328/REPORT.md,24,7354,"Recomputing the documented App.A weak labels directly from raw `HRDv` with median-4 baseline, amplitude >1000 ADC, CFD20 timing, >=2 downstream staves, clean = downstream span <5 ns and all-span <10 ns, and violating = downstream span >10 n",False
reports/1781006575.2866.622a4328/REPORT.md,28,7354,| labelled_events |        12147 |        9897 |   -2250 | False     |,False
reports/1781006575.2866.622a4328/REPORT.md,29,7354,| clean           |        10636 |        7583 |   -3053 | False     |,False
reports/1781006575.2866.622a4328/REPORT.md,30,7354,| violating       |         1511 |        2314 |     803 | False     |,False
reports/1781006575.2866.622a4328/REPORT.md,32,7354,"This is not the historical 12,147-event table.",False
reports/1781006575.2866.622a4328/REPORT.md,35,7354,"I searched repo docs, scripts, configs, studies, and reports for `App.A`, `12,147`, `12147`, `10636`, `1511`, and `clean-timing`. The only durable numeric source is `docs/07_ml_methods.md`, plus later reports that quote or challenge it. No ",False
reports/1781006575.2866.622a4328/REPORT.md,44,7354,"No scanned definition matched all three documented numbers exactly (`labelled=12147`, `clean=10636`, `violating=1511`).",False
reports/1781006575.2866.622a4328/REPORT.md,69,7354,"The App.A 12,147 labelled-event count should be retired from detector-result status unless an external derived label table is recovered. It is not reproduced by the documented raw definition, no source table is present in this repo, and a b",False
reports/1781006575.2866.622a4328/REPORT.md,72,7354,"- S07e: archive provenance search for the App.A training table outside this repo; expected information gain: determines whether 12,147 came from a lost derived table rather than raw HRDv.",False
reports/1781006575.2866.622a4328/REPORT.md,73,7354,- S03d: independent timing-tail validation of q_template-only clean-timing cuts; expected information gain: replaces App.A weak labels with an external held-out timing-tail gate.,False
reports/SUMMARY.md,19,10921,"| S07c | ✅ done | ✅ S00 counts; App.A count mismatch | q_template-only AUC 0.717; span+q AUC 0.912 | clean-timing RF AUC 0.993 | **Yes** vs q_template-only, but weak-label drift remains | reports/1781000790.531136.203130b0__s07c_clean_timin",False
reports/SUMMARY.md,58,10921,"  clean-timing labels, but the historical App.A table must be recovered or retired; P10a says",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,72,561914,"58:404100:5367:15118,58,404100,5367,4.032101171191641,3.173713899336974,True,3",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,1238,561914,"59:449512:14774:60500,59,449512,14774,4.5223258085569,3.806067124802098,True,3",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,1509,561914,"59:455441:3991:66429,59,455441,3991,4.074745015115248,,False,2",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,2181,561914,"60:471859:2876:82847,60,471859,2876,4.8200094252725805,5.41515112567744,True,3",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,2386,561914,"60:476200:6946:87188,60,476200,6946,5.281972151179318,,False,2",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,2712,561914,"60:484512:14716:95500,60,484512,14716,5.755126886505309,,False,2",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,2726,561914,"60:484930:15111:95918,60,484930,15111,6.741082616172818,7.99679661883561,True,3",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,2744,561914,"60:485260:15407:96248,60,485260,15407,3.0643592815110736,,False,2",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,2940,561914,"60:489430:2948:100418,60,489430,2948,6.1550133945656285,2.2258758311511713,True,3",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,2967,561914,"60:489974:3460:100962,60,489974,3460,5.715113244964002,,False,2",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,3190,561914,"60:495376:8440:106364,60,495376,8440,4.178624853082603,5.546000983445751,True,3",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,3508,561914,"61:502566:15110:113554,61,502566,15110,6.208865820108684,,False,2",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,3509,561914,"61:502567:15111:113555,61,502567,15111,3.922784994891259,,False,2",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,3695,561914,"61:507032:2868:118020,61,507032,2868,5.977127315812147,4.86214857471186,True,3",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,3949,561914,"61:512147:7667:123135,61,512147,7667,5.785882352941172,,False,2",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,4164,561914,"61:516426:11715:127414,61,516426,11715,4.891850930822869,4.754531681515118,True,3",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,4341,561914,"61:520038:15116:131026,61,520038,15116,5.632054812859806,,False,2",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,4943,561914,"61:533709:11511:144695,61,533709,11511,6.056072870657445,5.441034545452155,True,3",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,5125,561914,"61:537337:14885:148323,61,537337,14885,7.1511767513850515,,False,2",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,5141,561914,"61:537587:15116:148573,61,537587,15116,5.601815403139902,2.1432362464475503,True,3",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,5253,561914,"62:540139:1136:151125,62,540139,1136,6.223980270199377,,False,2",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,5254,561914,"62:540141:1138:151127,62,540141,1138,5.18342234298386,4.151775792214281,True,3",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,5255,561914,"62:540152:1146:151138,62,540152,1146,5.181122805691501,6.718874948808967,True,3",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,5256,561914,"62:540154:1148:151140,62,540154,1148,4.8808645899555,,False,2",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,5257,561914,"62:540171:1164:151157,62,540171,1164,6.162669447340981,,False,2",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,5258,561914,"62:540181:1173:151167,62,540181,1173,3.0947003038831227,,False,2",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,5294,561914,"62:540899:1850:151885,62,540899,1850,4.937717295151103,6.077472981665558,True,3",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,5993,561914,"62:555959:15412:166945,62,555959,15412,4.5578101473548855,3.1511482054697026,True,3",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,6290,561914,"62:562326:4930:173312,62,562326,4930,7.5528322121478055,,False,2",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,6552,561914,"62:568397:10636:179383,62,568397,10636,3.168630502445531,,False,2",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,6775,561914,"62:573218:15113:184204,62,573218,15113,6.3014079764285,6.535741076122683,True,3",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,6850,561914,"62:574722:181:185708,62,574722,181,6.57019171041771,8.304063371511035,True,3",False
reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,7911,561914,"65:682827:2314:257867,65,682827,2314,6.184254151153624,,False,2",False
reports/1781005204.1292.46e43fb0__p01b_full_data_embedding_artifact/result.json,88,3936,"      ""masked_sample_mse"": 0.019415110912587775,",False
reports/1781005204.1292.46e43fb0__p01b_full_data_embedding_artifact/heldout_reconstruction_benchmark.csv,3,309,"ML masked-denoising AE-4,4,0.014276529662311077,0.009938066825270653,0.0177223589271307,0.019415110912587775,581124,59613",False
reports/1781001221.625922.5a564a7e__s16b_forced_trigger_pedestal_validation/ml_cv_scan.csv,4,464,"7,0.1,0.1,16.045783939774108,0.9897612074815116",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,25,844165,"31,1,1,0.5407499075960319,0.37227460757448716,0.9458710636438802,0.9805075795874234",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,136,844165,"32,2,0,0.01174662451587033,-0.341025555996917,0.056151199146542756,0.009745105866170799",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,220,844165,"32,2,0,0.14697990877778222,-0.5859165164470435,0.04028058100837352,0.022256110636495612",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,255,844165,"33,5,1,0.5367933672443499,0.6805106365028334,0.9122966451876664,0.9790885342082839",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,264,844165,"33,5,1,0.13877525718094652,-0.4711073332129673,0.980856215104154,0.9919771511232602",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,441,844165,"34,3,1,0.12151185130334619,-0.4393400784321876,0.9053699838295169,0.9792393401253136",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,756,844165,"37,5,1,0.2444534277515119,-0.5183901087638295,0.98136249233111,0.9919771511232602",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,936,844165,"39,2,0,-3.285250255830157,-0.41511368333970033,0.14091491976084586,0.05843476110809611",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,1028,844165,"40,4,1,-0.9062716647731126,-0.2618881511427348,0.07622171388865027,0.8048756591359734",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,1160,844165,"41,4,1,0.32254426194800134,-0.3346028833816731,0.9499893703943801,0.9729420182512147",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,1248,844165,"41,4,1,0.2230481673092659,-0.39797149651357616,0.524779681709132,0.914148548041511",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,1349,844165,"42,3,1,0.25426181112768526,0.009383791239186139,0.9266516069932553,0.9874401215116069",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,1400,844165,"42,3,0,-0.5235654356476284,-0.4445346194315118,0.23123652770432662,0.058851118619790956",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,1708,844165,"48,5,1,0.2768051974772096,0.3478757062385064,0.9726016926470706,0.9890524001511022",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,1866,844165,"49,3,0,-4.063319041511878,-0.13552322688754206,0.6955403066735828,0.09429824907204809",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,1890,844165,"49,3,1,0.037311329052649334,-0.6057891750198805,0.9652500015115019,0.987291106823532",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,2007,844165,"50,2,0,-0.11246815113943626,-0.5404657541594046,0.003707046637383895,0.00330029405092939",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,2078,844165,"50,2,0,0.2094281529613743,-0.42594695777803976,0.0026543806960235743,0.0047229571214717",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,2134,844165,"51,3,0,0.19422393142281902,-0.5009099950262582,0.002354901249932094,0.002079790371511296",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,2394,844165,"54,4,0,0.05923023868214672,-0.12151172706973665,0.006640884094465971,0.0009905099292067264",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,2555,844165,"55,5,0,-0.30871932772563265,-0.2623421511784198,0.0027458122774414086,0.0010460436386027791",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,2742,844165,"56,5,1,0.3679790656082252,-0.3948195231431428,0.9790737301511903,0.9862310985005592",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,2920,844165,"57,5,1,0.07415118636251872,-0.4720710466219349,0.6057731688105218,0.8741516084071047",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,3044,844165,"58,1,0,-0.3221914751711751,-0.5674151112461283,0.019055937775509398,0.009449880776758972",False
reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,3107,844165,"59,2,1,0.03906466339095982,-0.4722526161631076,0.8163313100779765,0.9773421212147613",False
